Date,Open,High,Low,Close,Volume,EMA_12,EMA_26,MACD,Signal,RSI,CCI,ADX
2009-01-02 00:00:00-05:00,8772.25,9065.2802734375,8760.7802734375,9034.6904296875,213700000,9034.6904296875,9034.6904296875,0.0,0.0,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-05 00:00:00-05:00,9027.1298828125,9034.3701171875,8892.3603515625,8952.8896484375,233760000,9022.105694110576,9028.63111255787,-6.525418447294214,-1.305083689458843,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-06 00:00:00-05:00,8954.5703125,9088.0595703125,8940.9501953125,9015.099609375,215410000,9021.027834920487,9027.628778988768,-6.600944068281024,-2.3642557652232794,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-07 00:00:00-05:00,8996.9404296875,8996.9404296875,8719.919921875,8769.7001953125,266710000,8982.362044211566,9008.52295797571,-26.160913764144425,-7.123587365007509,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-08 00:00:00-05:00,8769.9404296875,8770.01953125,8651.1904296875,8742.4599609375,226620000,8945.454031400172,8988.814587824732,-43.360556424560855,-14.370981176918178,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-09 00:00:00-05:00,8738.7998046875,8769.6201171875,8576.9599609375,8599.1796875,204300000,8892.181055415529,8959.952743356233,-67.77168794070349,-25.05112252967524,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-12 00:00:00-05:00,8599.259765625,8602.599609375,8421.080078125,8473.9697265625,273550000,8827.840850976601,8923.954001371512,-96.11315039491092,-39.263528102722375,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-13 00:00:00-05:00,8474.6103515625,8522.080078125,8376.8798828125,8448.5595703125,304050000,8769.489884720586,8888.739599070845,-119.24971435025873,-55.260765352229654,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-14 00:00:00-05:00,8446.009765625,8446.25,8140.72021484375,8200.1396484375,355050000,8681.897540677033,8837.732195320226,-155.83465464319306,-75.37554321042234,24.042251782729906,-88.8955977127064,30.37666124601634
2009-01-15 00:00:00-05:00,8196.240234375,8286.16015625,7995.1298828125,8212.490234375,436660000,8609.681032015182,8791.417975990951,-181.73694397576946,-96.64782336349177,24.042251782729906,-88.8955977127064,30.37666124601634
