Date,Open,High,Low,Close,Volume,EMA_12,EMA_26,MACD,Signal,RSI,CCI,ADX
2016-01-04 00:00:00-05:00,57.998494141375126,58.046999243384526,56.90366394078313,57.548091888427734,6347600,57.548091888427734,57.548091888427734,0.0,0.0,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-05 00:00:00-05:00,57.36792477546489,57.56887598361578,56.00977670450722,56.03749465942383,7603100,57.315692314734825,57.436195797390404,-0.12050348265557886,-0.024100696531115774,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-06 00:00:00-05:00,55.80882474470466,56.30773735316538,55.039668687770934,55.178253173828125,11659200,56.9868555238261,57.26894078823764,-0.2820852644115419,-0.07569761010720101,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-07 00:00:00-05:00,57.09767885268207,57.09767885268207,54.76249279693224,56.24536895751953,11362000,56.87278066747125,57.19312065262889,-0.32033998515764495,-0.1246260851172898,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-08 00:00:00-05:00,56.7373503553011,57.513437194130006,56.072135330587365,56.1622200012207,9767900,56.76346364189424,57.116757641413464,-0.3532939995192237,-0.1703596679976766,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-11 00:00:00-05:00,56.661125806364275,57.06302819191485,55.33762660198355,56.14142608642578,5354800,56.66776555643756,57.04451085956252,-0.376745303124963,-0.2116367950231339,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-12 00:00:00-05:00,56.5294792567082,56.80665353290705,55.99591784985999,56.69578170776367,4143800,56.672075733564654,57.01867907054038,-0.34660333697572554,-0.23863010341365223,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-13 00:00:00-05:00,56.70272448490382,56.952180857461485,55.171342761884155,55.38615036010742,5080500,56.47424106072508,56.89775101791571,-0.4235099571906318,-0.27560607416904814,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-14 00:00:00-05:00,55.43464017113252,57.33327511672922,55.28219406479643,56.73042678833008,5895200,56.51365424958739,56.88535663053899,-0.3717023809516036,-0.29482533552555923,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-15 00:00:00-05:00,55.0743325377407,55.954355367230825,54.70707350444251,55.38615036010742,7606700,56.34019211274432,56.774304314210724,-0.43411220146640517,-0.3226827087137284,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-19 00:00:00-05:00,56.072142929599956,56.5710555874137,55.33763556485182,55.91969680786133,6292100,56.27550052737771,56.71100005448114,-0.4354995271034312,-0.345246072391669,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-20 00:00:00-05:00,54.88029076959328,55.58708538090451,53.355840304138695,55.053524017333984,5386600,56.08750414121714,56.5882240517295,-0.500719910512359,-0.37634084001580703,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-21 00:00:00-05:00,55.05352594403217,55.379205307047904,54.41602883883418,54.72785186767578,4449300,55.878326868364624,56.450418704762555,-0.5720918363979308,-0.4154910392922318,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-22 00:00:00-05:00,55.871189254953,56.1899378197694,55.16439987847483,56.01670455932617,3449200,55.89961574389717,56.41829173102653,-0.518675987129356,-0.4361280288596567,43.1066291367712,-22.536288399344347,15.92797937087573
2016-01-25 00:00:00-05:00,55.864256896350525,56.08599523112343,54.43681141000724,54.54075241088867,3405800,55.69055984651125,56.279214744349645,-0.5886548978383956,-0.4666334026554045,38.05059168332968,-100.17592562927017,15.92797937087573
