Date,Open,High,Low,Close,Volume,EMA_12,EMA_26,MACD,Signal,RSI,CCI,ADX,Sentiment Average
2009-01-02,8772.25,9065.2802734375,8760.7802734375,9034.6904296875,213700000,9034.6904296875,9034.6904296875,0.0,0.0,24.042251782729902,-88.8955977127064,30.37666124601634,-0.169913723715581
2009-01-05,9027.1298828125,9034.3701171875,8892.3603515625,8952.8896484375,233760000,9022.105694110576,9028.63111255787,-6.525418447294214,-1.305083689458843,24.042251782729902,-88.8955977127064,30.37666124601634,-0.0475977564166332
2009-01-06,8954.5703125,9088.0595703125,8940.9501953125,9015.099609375,215410000,9021.027834920487,9027.628778988768,-6.600944068281024,-2.3642557652232794,24.042251782729902,-88.8955977127064,30.37666124601634,-0.0694653561278696
2009-01-07,8996.9404296875,8996.9404296875,8719.919921875,8769.7001953125,266710000,8982.362044211566,9008.52295797571,-26.160913764144425,-7.123587365007509,24.042251782729902,-88.8955977127064,30.37666124601634,-0.4487657820185025
2009-01-08,8769.9404296875,8770.01953125,8651.1904296875,8742.4599609375,226620000,8945.454031400172,8988.814587824732,-43.360556424560855,-14.370981176918178,24.042251782729902,-88.8955977127064,30.37666124601634,-0.2112882038663056
2009-01-09,8738.7998046875,8769.6201171875,8576.9599609375,8599.1796875,204300000,8892.181055415529,8959.952743356233,-67.77168794070349,-25.05112252967524,24.042251782729902,-88.8955977127064,30.37666124601634,-0.2050900248707168
2009-01-12,8599.259765625,8602.599609375,8421.080078125,8473.9697265625,273550000,8827.840850976601,8923.954001371512,-96.11315039491092,-39.263528102722375,24.042251782729902,-88.8955977127064,30.37666124601634,-0.194454308298807
2009-01-13,8474.6103515625,8522.080078125,8376.8798828125,8448.5595703125,304050000,8769.489884720586,8888.739599070845,-119.24971435025871,-55.26076535222965,24.042251782729902,-88.8955977127064,30.37666124601634,-0.3290441484323569
2009-01-14,8446.009765625,8446.25,8140.72021484375,8200.1396484375,355050000,8681.897540677033,8837.732195320226,-155.83465464319306,-75.37554321042234,24.042251782729902,-88.8955977127064,30.37666124601634,-0.3781967839307111
2009-01-15,8196.240234375,8286.16015625,7995.1298828125,8212.490234375,436660000,8609.681032015182,8791.417975990951,-181.73694397576944,-96.64782336349175,24.042251782729902,-88.8955977127064,30.37666124601634,-0.2598140498739667
2009-01-16,8215.669921875,8341.2001953125,8109.33984375,8281.2197265625,439360000,8559.148523484,8753.625513070325,-194.47698958632463,-116.21365660805834,24.042251782729902,-88.8955977127064,30.37666124601634,-0.2496427769074216
2009-01-20,8279.6298828125,8291.98046875,7939.93017578125,7949.08984375,419200000,8465.293341986462,8694.030278305856,-228.73693631939383,-138.71831255032546,24.042251782729902,-88.8955977127064,30.37666124601634,-0.3768987520597875
2009-01-21,7949.169921875,8243.5498046875,7936.18994140625,8228.099609375,410040000,8428.801998507775,8659.51689542209,-230.7148969143145,-157.11762942312328,24.042251782729902,-88.8955977127064,30.37666124601634,-0.3429962600416997
2009-01-22,8224.4296875,8224.830078125,7957.14013671875,8122.7998046875,420040000,8381.72473792004,8619.760073886195,-238.0353359661549,-173.3011707317296,24.042251782729902,-88.8955977127064,30.37666124601634,-0.3577224210631556
2009-01-23,8108.7900390625,8152.58984375,7909.02978515625,8077.56005859375,370510000,8334.93017186984,8579.597109790458,-244.66693792061776,-187.57432416950724,23.438573441378367,-89.08305454081145,30.37666124601634,-0.3167309888915435
2009-01-26,8078.0400390625,8231.6796875,8023.16015625,8116.02978515625,316720000,8301.253189298519,8545.258789447184,-244.0056001486646,-198.8605793653387,26.2039247462166,-62.956046759797,30.37666124601634,-0.2936921459980882
2009-01-27,8117.39013671875,8225.7900390625,8083.14013671875,8174.72998046875,247750000,8281.788080247785,8517.812211004337,-236.02413075655204,-206.2932896435814,26.056333129568543,-46.82937903767967,30.37666124601634,-0.3347299562501056
2009-01-28,8175.93017578125,8405.8701171875,8175.93017578125,8375.4501953125,357940000,8296.197636411587,8507.266876508646,-211.06924009705835,-207.2484797342768,38.473637477123546,14.347333063394418,30.37666124601634,-0.2266466393274195
2009-01-29,8373.0595703125,8373.1396484375,8137.93994140625,8149.009765625,247450000,8273.553348598265,8480.729312739488,-207.17596414122272,-207.233976615666,34.45985548547593,-12.462867665419433,30.37666124601634,-0.3110568024852174
2009-01-30,8149.009765625,8195.759765625,7961.919921875,8000.85986328125,303160000,8231.60050470334,8445.183427594433,-213.5829228910934,-208.5037658707515,34.372194993170424,-90.1685153511871,30.37666124601634,-0.2992544086968026
2009-02-02,8000.6201171875,8000.6201171875,7867.3701171875,7936.75,293890000,8186.238888595134,8407.521692217068,-221.28280362193345,-211.0595734209879,35.505460420645264,-155.38630780169717,30.37666124601634,-0.1942120273597538
2009-02-03,7936.990234375,8111.56982421875,7905.52001953125,8078.35986328125,313090000,8169.642115469921,8383.139334518119,-213.4972190481976,-211.54710254642984,40.60110743366022,-81.5270862765806,30.37666124601634,-0.1361290387188395
2009-02-04,8070.31982421875,8162.14990234375,7929.259765625,7956.66015625,345520000,8136.875660205318,8351.548284276036,-214.6726240707176,-212.1722068512874,43.39325755756981,-82.28885131752965,30.37666124601634,-0.2077816605654567
2009-02-05,7954.830078125,8107.830078125,7845.31005859375,8063.06982421875,390980000,8125.520916207384,8330.179509456977,-204.65859324959277,-210.6694841309485,46.1424329725779,-79.02373788378637,30.37666124601634,-0.2616593226945649
2009-02-06,8056.3798828125,8312.3701171875,8052.240234375,8280.58984375,396380000,8149.377674290864,8326.50620088609,-177.1285265952256,-203.9612926238039,49.98489858168415,93.6803245840554,30.37666124601634,-0.1863132951781153
2009-02-09,8281.3798828125,8315.0703125,8196.240234375,8270.8701171875,289280000,8168.068819351885,8322.38500950101,-154.31619014912394,-194.03227212886796,59.12541894846221,108.3113701493214,30.37666124601634,-0.0819097566640093
2009-02-10,8269.3603515625,8269.4404296875,7848.740234375,7888.8798828125,449890000,8125.116675268903,8290.273518635193,-165.15684336628965,-188.25718637635228,40.91089637415516,-73.56415986683169,30.37666124601634,-0.2472600517794489
