Publish Date,Average
2003-02-10,-0.0254398522277673
2003-02-11,0.01534744817763565
2003-02-12,0.05520429817790334
2003-02-13,0.08697138875722882
2003-02-14,-0.22121428760389486
2003-02-15,-0.137374559417367
2003-02-17,-0.17092006121362954
2003-02-18,-0.007117690252406243
2003-02-19,-0.20441639955554694
2003-02-20,0.058360734126634034
2003-02-21,-0.2145651683676988
2003-02-22,0.24854088791956505
2003-02-24,-0.3046836747477452
2003-02-25,0.09865691406386237
2003-02-26,0.03670059862945761
2003-02-27,0.0355777408927679
2003-02-28,-0.024899622114996103
2003-03-03,-0.2711312249302864
2003-03-04,0.09010389330796895
2003-03-05,0.034301881119608885
2003-03-06,0.020066635217517597
2003-03-07,-0.006734695658087708
2003-03-08,0.03740714916161129
2003-03-10,-0.005032885553581372
2003-03-11,-0.05700991675257684
2003-03-12,0.18426786673565707
2003-03-13,0.009725452001605685
2003-03-14,0.03884729246298472
2003-03-15,0.04807165358215565
2003-03-17,0.023504411615431303
2003-03-18,0.20332392491400242
2003-03-19,-0.31221337864796317
2003-03-20,0.0204645956733397
2003-03-21,0.06568500865250826
2003-03-22,-0.030543331056833285
2003-03-24,0.005994486223374118
2003-03-25,0.010673498362302802
2003-03-26,-0.11363025413205224
2003-03-27,-0.011601376533508298
2003-03-28,-0.01445257514715192
2003-03-29,-0.1498612038170298
2003-03-31,-0.16836350431872737
2003-04-01,-0.060590306296944625
2003-04-02,0.037218036595731974
2003-04-03,-0.05432271435856818
2003-04-04,0.016641489126616046
2003-04-05,0.21069814451038837
2003-04-07,0.24566621612757444
2003-04-08,0.07622228749096394
2003-04-09,-0.20925993360579015
2003-04-10,-0.06474257872572967
2003-04-11,0.03102816982815661
2003-04-12,-0.12000347254797816
2003-04-14,-0.0067791821291813496
2003-04-15,-0.3412754076222579
2003-04-16,-0.18286541742937906
2003-04-17,-0.032716266810894
2003-04-18,0.0716076016958271
2003-04-19,-0.4370187371969223
2003-04-21,0.10636557100547685
2003-04-22,0.04053658358752729
2003-04-23,-0.0792911360040307
2003-04-24,-0.009541420472992813
2003-04-25,-0.14568235538899899
2003-04-26,-0.005128808785229925
2003-04-28,-0.17905453193400586
2003-04-29,0.28679098321923185
2003-04-30,0.018660013677506897
2003-05-01,-0.009896415844559654
2003-05-02,-0.05333572874466582
2003-05-03,-0.2044043177738786
2003-05-05,0.15460192947648463
2003-05-06,0.08366743444154663
2003-05-07,0.2845001943409443
2003-05-08,0.15936856033901373
2003-05-09,0.22426385316066444
2003-05-10,-0.12485482543706893
2003-05-12,0.1529611084196302
2003-05-13,-0.15408487751015595
2003-05-14,0.017324543247620266
2003-05-15,0.059805759228765965
2003-05-16,0.3378785207867622
2003-05-17,0.0491279270499944
2003-05-19,-0.11915612055195703
2003-05-20,0.132986253955298
2003-05-21,-0.14561284858394755
2003-05-22,-0.3695093730930239
2003-05-23,0.01263149939477444
2003-05-24,0.0250454100647143
2003-05-26,0.046695860102772734
2003-05-27,0.04852035478688777
2003-05-28,-0.13225339166820052
2003-05-29,-0.12350369484296868
2003-05-30,-0.052297760266810656
2003-05-31,0.09945878759026523
2003-06-02,-0.13723700251430274
2003-06-03,-0.1416817841430505
2003-06-04,0.14435840832690403
2003-06-05,-0.053584479593804864
2003-06-06,-0.20774863427504897
2003-06-07,0.0030258909932204593
2003-06-09,0.35424445755779743
2003-06-10,0.009988835081458149
2003-06-11,-0.003719394095242034
2003-06-12,-0.3326545755068461
2003-06-13,0.0334310491258899
2003-06-14,-0.04581457041203975
2003-06-16,0.2025016744367101
2003-06-17,0.23116649850271642
2003-06-18,0.20694609886656204
2003-06-19,-0.024696250446140752
2003-06-20,0.2057845713570714
2003-06-21,-0.17993327155709266
2003-06-23,0.08140941370617259
2003-06-24,-0.02497992509355147
2003-06-25,-0.10044088835517566
2003-06-26,0.15536073089710303
2003-06-27,0.0033222502097487333
2003-06-28,0.07192405164241793
2003-06-30,0.015209558109442398
2003-07-01,0.09068771185619491
2003-07-02,0.17251366004347804
2003-07-03,-0.09955616109073162
2003-07-04,-0.08481660019606352
2003-07-05,-0.09184271438668168
2003-07-07,0.011607604367392403
2003-07-08,0.08194290357641877
2003-07-09,-0.0005976123114426931
2003-07-10,0.2781862986407109
2003-07-11,0.028151312842965126
2003-07-12,-0.07806162567188342
2003-07-14,-0.07815550391872722
2003-07-15,0.13430277840234342
2003-07-16,0.07155137937515972
2003-07-17,-0.054463431239128085
2003-07-18,0.30269939359277487
2003-07-19,-0.022060356801375754
2003-07-21,0.17997246380481452
2003-07-22,0.06304797530174254
2003-07-23,0.16070997404555482
2003-07-24,0.17840408384799958
2003-07-25,0.062191112233059724
2003-07-26,0.05913987061516805
2003-07-28,-0.12342191653119193
2003-07-29,0.11945955858876306
2003-07-30,0.19448604620993137
2003-07-31,0.16869161813519898
2003-08-01,-0.1255725251976401
2003-08-02,-0.13634439022280276
2003-08-04,0.2360366555965609
2003-08-05,0.001443522796034824
2003-08-06,0.04045174053559696
2003-08-07,0.13485886529088018
2003-08-08,0.08324693164063825
2003-08-09,0.1993588155933789
2003-08-11,0.11277907010581753
2003-08-12,0.17018575274518558
2003-08-13,-0.3680564753179039
2003-08-14,0.08621180872432886
2003-08-15,0.05711871225919044
2003-08-16,0.6599780917167664
2003-08-18,0.08065724434951943
2003-08-19,-0.03943225348161327
2003-08-20,0.18092439253814518
2003-08-21,0.14777594152837992
2003-08-22,0.13786753533141954
2003-08-23,-0.15612950331221026
2003-08-25,0.09806230012327433
2003-08-26,0.27535157433400553
